index;budget;genres;original_title;popularity;revenue;runtime;title;vote_average;profit
3935;0;Comedy Drama;Frances Ha;15492257;4069826;860;Frances Ha;72;4069826
3936;3000000;Crime Drama;Tsotsi;2504169;9879971;940;Tsotsi;69;6879971
3937;3000000;Comedy Drama;Happiness;10757539;2807390;1390;Happiness;74;-192610
3938;0;Comedy Documentary;DysFunktional Family;1580027;0;890;DysFunktional Family;61;0
3939;2800000;Comedy Horror;Tusk;1,58E+16;1826705;1020;Tusk;51;-973295
3940;3000000;Drama Thriller Mystery Action;올드보이;5,68E+16;14980005;1200;Oldboy;80;11980005
3941;0;Action Drama Family Thriller;Letters to God;3,64E+16;0;1100;Letters to God;65;0
3942;3000000;Action Comedy Thriller;Hobo with a Shotgun;16900433;748453;860;Hobo with a Shotgun;57;-2251547
3943;3000000;Action Comedy;Compadres;1569246;0;1010;Compadres;52;-3000000
3944;3000000;Comedy Drama Thriller;Freeway;4682881;0;1100;Freeway;65;-3000000
3945;0;TV Movie Action Drama Family;Love's Abiding Joy;1128559;0;870;Love's Abiding Joy;58;0
3946;3000000;Drama;Fish Tank;1268672;2357852;1230;Fish Tank;69;-642148
3947;0;Comedy Romance;Damsels in Distress;3,75E+16;0;990;Damsels in Distress;56;0
3948;0;Horror Science Fiction Thriller;Creature;2857848;0;1760;Creature;40;0
3949;3000000;Comedy Romance;Bachelorette;2,10E+16;11947954;870;Bachelorette;53;8947954
3950;0;Drama Music Family;Brave New Girl;1,81E+16;0;1200;Brave New Girl;37;0
3951;0;Comedy;Tim and Eric's Billion Dollar Movie;175311;0;940;Tim and Eric's Billion Dollar Movie;52;0
3952;2700000;Comedy Drama;Sommersturm;3120747;0;980;Summer Storm;67;-2700000
3953;0;War Drama History;Fort McCoy;384496;0;0;Fort McCoy;63;0
3954;0;Horror Thriller;Chain Letter;2504156;0;960;Chain Letter;39;0
3955;3000000;Drama Comedy;Just Looking;431332;0;970;Just Looking;58;-3000000
3956;3000000;Science Fiction;The Divide;1,19E+16;22000;1120;The Divide;57;-2978000
3957;0;Drama Horror Romance;The Eclipse;9,34E+15;0;880;The Eclipse;61;0
3958;3000000;Thriller Horror;Demonic;12564554;3387000;830;Demonic;49;387000
3959;0;Comedy;My Big Fat Independent Movie;6,88E+15;0;800;My Big Fat Independent Movie;30;0
3960;0;Comedy Family;The Deported;194848;0;900;The Deported;0;0
3961;0;Drama;Tanner Hall;2015525;0;960;Tanner Hall;54;0
3962;3000000;Action Drama Thriller;Open Road;2680629;0;850;Open Road;52;-3000000
3963;0;Comedy;They Came Together;1,20E+16;0;840;They Came Together;53;0
3964;0;Comedy;30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo;1737032;0;800;30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo;29;0
3965;3000000;Drama Action;Never Back Down 2: The Beatdown;9249229;0;900;Never Back Down 2: The Beatdown;58;-3000000
3966;2500000;Action Crime Drama Thriller;Point Blank;5164423;3200000;920;Point Blank;71;700000
3967;3;Drama Comedy;Four Single Fathers;8263;0;1000;Four Single Fathers;0;-3
3968;0;Thriller;Enter the Dangerous Mind;2,00E+16;0;880;Enter the Dangerous Mind;48;0
3969;3000000;Mystery Thriller;Something Wicked;1968679;0;950;Something Wicked;46;-3000000
3970;3000000;Thriller;AWOL-72;1141463;0;790;AWOL-72;28;-3000000
3971;0;;Iguana;214704;0;880;Iguana;60;0
3972;3200000;Action Crime Thriller;Chicago Overcoat;1034844;0;950;Chicago Overcoat;61;-3200000
3973;0;Comedy Drama Romance;Barry Munday;1975941;0;950;Barry Munday;63;0
3974;2900000;Drama;Central do Brasil;5928937;5596708;1130;Central Station;76;2696708
3975;2900000;Comedy Drama;Pocketful of Miracles;3370225;5000000;1360;Pocketful of Miracles;73;2100000
3976;0;Crime Action;Close Range;5485217;0;800;Close Range;49;0
3977;0;Comedy Drama Romance;Boynton Beach Club;18887;0;1050;Boynton Beach Club;68;0
3978;3000000;Thriller Mystery Drama Horror;Amnesiac;3,08E+16;0;900;Amnesiac;41;-3000000
3979;3000000;Documentary;Freakonomics;1,78E+16;103735;930;Freakonomics;66;-2896265
3980;0;Horror Thriller Mystery;Haute tension;4,95E+16;0;910;High Tension;66;0
3981;2902660;Romance Comedy Drama;Griff the Invisible;1,35E+16;0;930;Griff the Invisible;61;-2902660
3982;0;Thriller Action Horror;Unnatural;687656;0;890;Unnatural;43;0
3983;8000000;Drama;Hustle & Flow;639503;23563727;1160;Hustle & Flow;69;15563727
3984;2883848;Comedy Romance;Some Like It Hot;3930982;25000000;1220;Some Like It Hot;80;22116152
3985;2800000;Horror Thriller;Friday the 13th Part VII: The New Blood;9,07E+15;19170001;880;Friday the 13th Part VII: The New Blood;53;16370001
3986;2777000;Adventure Family Fantasy;The Wizard of Oz;67417542;33754967;1020;The Wizard of Oz;74;30977967
3987;2800000;Comedy Science Fiction;Young Frankenstein;36444894;86273333;1060;Young Frankenstein;77;83473333
3988;2000000;Horror Action Science Fiction;Diary of the Dead;15351412;5364858;950;Diary of the Dead;54;3364858
3989;0;Comedy Drama Romance;Lage Raho Munna Bhai;2436019;0;1440;Lage Raho Munna Bhai;76;0
3990;0;Drama;Ulee's Gold;9,34E+15;0;1120;Ulee's Gold;65;0
3991;2700000;Adventure Family;The Black Stallion;1135972;37799643;1180;The Black Stallion;70;35099643
3992;0;;Sardaarji;296981;0;0;Sardaarji;95;0
3993;0;Action Adventure Animation Comedy Science Fiction;Rejsen til Saturn;1,78E+16;0;900;Journey to Saturn;49;0
3994;2686000;Adventure Comedy Romance;Donovan's Reef;1,90E+16;6600000;1090;Donovan's Reef;60;3914000
3995;0;Comedy Drama;De jurk;144031;0;1030;The Dress;70;0
3996;2627000;Drama Romance War;A Guy Named Joe;5,31E+15;5363000;1200;A Guy Named Joe;60;2736000
3997;2600000;Western Comedy;Blazing Saddles;2,28E+16;119500000;930;Blazing Saddles;72;116900000
3998;2600000;Horror Thriller;Friday the 13th: The Final Chapter;1,40E+16;32980880;910;Friday the 13th: The Final Chapter;59;30380880
3999;2159280;Drama;Ida;13265432;10700000;800;Ida;71;8540720
4000;0;Drama Romance;Maurice;11552247;0;1340;Maurice;71;0
4001;0;Comedy;Beer League;173892;0;860;Beer League;53;0
4002;2600000;Documentary;Riding Giants;8,96E+15;3166000;1050;Riding Giants;76;566000
4003;2600000;Science Fiction Thriller;Los cronocrímenes;1902965;553198;920;Timecrimes;70;-2046802
4004;0;Action Adventure Comedy Drama Foreign;疯狂的赛车;406645;0;990;Silver Medalist;74;0
4005;2600000;Horror Thriller;Timber Falls;3,69E+16;0;970;Timber Falls;52;-2600000
4006;2540800;Comedy Music Romance;Singin' in the Rain;36556954;7200000;1030;Singin' in the Rain;78;4659200
4007;0;Documentary;Fat, Sick & Nearly Dead;545825;0;970;Fat, Sick & Nearly Dead;71;0
4008;2500000;Comedy Horror;A Haunted House;18661541;60141683;860;A Haunted House;54;57641683
4009;2500000;Documentary;2016: Obama's America;973582;33400000;870;2016: Obama's America;46;30900000
4010;0;Comedy Drama;That Thing You Do!;14885388;34585416;1080;That Thing You Do!;68;34585416
4011;2500000;Horror Mystery Science Fiction;Halloween III: Season of the Witch;12030456;14400000;980;Halloween III: Season of the Witch;50;11900000
4012;2500000;Action Science Fiction;Escape from the Planet of the Apes;1830961;12348905;980;Escape from the Planet of the Apes;63;9848905
4013;2500000;Action Drama Western;Hud;682919;10000000;1120;Hud;75;7500000
4014;0;Comedy Documentary;Kevin Hart: Let Me Explain;9799357;32230907;740;Kevin Hart: Let Me Explain;71;32230907
4015;2500000;Drama Romance;My Own Private Idaho;10363642;0;1040;My Own Private Idaho;71;-2500000
4016;2500000;Comedy Drama Romance;Garden State;3,06E+16;26781723;1020;Garden State;71;24281723
4017;2500000;Drama Romance;Before Sunrise;2,37E+16;5535405;1050;Before Sunrise;77;3035405
4018;0;Horror Mystery Thriller;Sur le seuil;2,05E+16;0;1000;Evil Words;69;0
4019;0;Comedy Drama Romance;Jesus' Son;5581743;0;1070;Jesus' Son;67;0
4020;0;Comedy Romance;Saving Face;2,49E+16;0;910;Saving Face;68;0
4021;0;Drama;Brick Lane;262135;0;1020;Brick Lane;52;0
4022;2500000;Science Fiction Comedy Drama Crime;Robot & Frank;23419061;3325038;850;Robot & Frank;68;825038
4023;0;Drama Romance;My Life Without Me;7958831;9726954;1060;My Life Without Me;72;9726954
4024;2500000;Comedy Drama Romance;The Spectacular Now;2,57E+16;6854611;950;The Spectacular Now;68;4354611
4025;0;Comedy Documentary;Religulous;9,77E+15;0;1010;Religulous;72;0
4026;0;Documentary Drama;Fuel;197469;0;900;Fuel;70;0
4027;0;Drama;Valley of the Heart's Delight;142255;0;1000;Valley of the Heart's Delight;70;0
4028;2500000;Drama;Eye of the Dolphin;3,02E+16;71904;1000;Eye of the Dolphin;71;-2428096
4029;0;Documentary;8: The Mormon Proposition;424957;0;800;8: The Mormon Proposition;55;0
4030;14000000;Comedy Romance;The Other End of the Line;3393648;0;1060;The Other End of the Line;61;-14000000
4031;0;Horror Thriller;Anatomie;5025938;0;1030;Anatomy;61;0
4032;2500000;Drama Science Fiction Thriller;Sleep Dealer;4624691;107559;900;Sleep Dealer;60;-2392441
4033;2500000;Comedy Action Drama;Super;1,22E+16;324138;960;Super;66;-2175862
4034;0;Comedy Family;Christmas Mail;6,30E+15;0;890;Christmas Mail;50;0
4035;2500000;Comedy Horror;Stung;4,27E+16;0;870;Stung;49;-2500000
4036;35000000;Horror;Antibirth;3674294;0;940;Antibirth;48;-35000000
4037;2400000;Drama;Get on the Bus;4623059;5731103;1200;Get on the Bus;70;3331103
4038;0;Drama Horror Thriller;Thr3e;1,95E+16;0;1010;Thr3e;48;0
4039;30000000;Adventure Comedy Science Fiction;Idiocracy;27940093;495303;840;Idiocracy;63;-29504697
4040;2500000;Crime;The Rise of the Krays;1,76E+16;0;1100;The Rise of the Krays;45;-2500000
4041;2380000;Drama Crime;This Is England;8395624;8176544;1010;This Is England;74;5796544
4042;2500000;Action Adventure Science Fiction;U.F.O.;8248149;0;1010;U.F.O.;31;-2500000
4043;2361000;Comedy Music;Bathing Beauty;628051;6892000;1010;Bathing Beauty;70;4531000
4044;2450000;Drama Family;Go for It!;500753;0;1050;Go for It!;46;-2450000
4045;0;Comedy Drama Family;Dancer, Texas Pop. 81;376662;565592;970;Dancer, Texas Pop. 81;100;565592
4046;2300000;Music Romance;Show Boat;1606314;11000000;1070;Show Boat;69;8700000
4047;0;Drama;Redemption Road;1,97E+16;0;910;Redemption Road;47;0
4048;0;Thriller;The Calling;5759493;0;1080;The Calling;56;0
4049;2000000;Fantasy Adventure Animation Comedy Family;The Brave Little Toaster;686302;0;900;The Brave Little Toaster;67;-2000000
4050;2280000;Animation Family Music;Fantasia;32875469;83320000;1240;Fantasia;72;81040000
4051;0;Thriller Drama;8 Days;15295;0;900;8 Days;0;0
4052;4000000;Horror Thriller;Friday the 13th Part III;14206525;36690067;950;Friday the 13th Part III;57;32690067
4053;2200000;Horror Thriller;Friday the 13th: A New Beginning;12639469;21930418;920;Friday the 13th: A New Beginning;51;19730418
4054;0;Drama;The Last Sin Eater;2371477;0;1170;The Last Sin Eater;62;0
4055;0;Fantasy Drama;Do You Believe?;2470443;0;1150;Do You Believe?;66;0
4056;0;Thriller Romance;Impact Point;1532518;0;900;Impact Point;57;0
4057;2160000;Drama;The Valley of Decision;1813;9132000;1190;The Valley of Decision;58;6972000
4058;2300000;Thriller Drama;Eden;2713171;0;970;Eden;56;-2300000
4059;0;Comedy Romance Foreign;Chicken Tikka Masala;258413;0;900;Chicken Tikka Masala;35;0
4060;0;Romance Comedy Music;There's Always Woodstock;2,03E+16;0;900;There's Always Woodstock;54;0
4061;0;Action Comedy Horror;Jack Brooks: Monster Slayer;2,66E+16;0;850;Jack Brooks: Monster Slayer;57;0
4062;2100000;Drama History Romance;The Best Years of Our Lives;838717;23650000;1720;The Best Years of Our Lives;76;21550000
4063;0;Crime Drama;Bully;6,68E+16;480811;1130;Bully;67;480811
4064;0;Comedy Drama;Elling;2,53E+16;0;890;Elling;70;0
4065;2100000;Drama Crime;Mi America;39007;3330;1260;Mi America;0;-2096670
4066;1500000;Horror Mystery;[REC];3,17E+16;30448000;780;[REC];71;28948000
4067;0;Drama Mystery Thriller;Lies in Plain Sight;4,79E+16;0;880;Lies in Plain Sight;45;0
4068;0;;Sharkskin;27801;0;0;Sharkskin;0;0
4069;0;Thriller Horror Science Fiction;Containment;2122451;0;770;Containment;51;0
4070;0;Adventure Drama Western;The Timber;803761;0;810;The Timber;41;0
4071;2000000;Action Thriller Adventure;From Russia with Love;4,13E+16;78898765;1150;From Russia with Love;69;76898765
4072;0;Comedy Horror Action;The Toxic Avenger Part II;1,79E+16;0;960;The Toxic Avenger Part II;53;0
4073;2000000;Comedy Romance Science Fiction;Sleeper;1,07E+16;18344729;890;Sleeper;70;16344729
4074;2000000;Horror Thriller;It Follows;1,01E+16;14674076;1000;It Follows;66;12674076
4075;2000000;Comedy;Everything You Always Wanted to Know About Sex *But Were Afraid to Ask;13223111;18016290;880;Everything You Always Wanted to Know About Sex *But Were Afraid to Ask;66;16016290
4076;2000000;Crime Drama;To Kill a Mockingbird;22139842;13129846;1290;To Kill a Mockingbird;80;11129846
4077;2000000;Adventure Action Thriller Science Fiction;Mad Max 2;37117362;24600832;950;Mad Max 2: The Road Warrior;73;22600832
4078;0;Action Comedy;醉拳二;15046612;0;1020;The Legend of Drunken Master;72;0
4079;2000000;Crime Drama;Boys Don't Cry;1,56E+16;11540607;1180;Boys Don't Cry;72;9540607
4080;2000000;Horror Mystery;Silent House;1,17E+16;13101672;850;Silent House;52;11101672
4081;2000000;Drama Thriller;Das Leben der Anderen;34938177;70000000;1370;The Lives of Others;79;68000000
4082;1000000;Drama;Courageous;5961119;34522221;1290;Courageous;68;33522221
4083;2000000;Drama;The Hustler;17639478;7600000;1340;The Hustler;76;5600000
4084;2000000;Adventure Drama Romance;Boom Town;1867004;9172000;1190;Boom Town;65;7172000
4085;8000000;Adventure Animation Comedy Drama;Les triplettes de Belleville;1,39E+16;1477676;800;The Triplets of Belleville;73;-6522324
4086;0;Drama Comedy;Smoke Signals;2304552;0;890;Smoke Signals;66;0
4087;0;Comedy Drama;American Splendor;7792851;6003587;1010;American Splendor;71;6003587
4088;2700000;Drama Romance;Before Sunset;1,48E+16;15992615;800;Before Sunset;76;13292615
4089;2000000;Drama Thriller;Amores perros;23281616;20908467;1540;Amores perros;76;18908467
4090;2000000;Crime Drama;Thirteen;2,03E+16;4601043;1000;Thirteen;67;2601043
4091;2000000;Drama Romance;Gentleman's Agreement;5381536;7800000;1180;Gentleman's Agreement;68;5800000
4092;2000000;Drama;Winter's Bone;2,08E+16;13831503;1000;Winter's Bone;68;11831503
4093;0;Documentary Action Adventure;Touching the Void;1,40E+16;13885802;1060;Touching the Void;76;13885802
4094;2000000;Drama Music Romance;Alexander's Ragtime Band;4,84E+16;4000000;1060;Alexander's Ragtime Band;48;2000000
4095;0;Comedy Drama;Me and You and Everyone We Know;9719094;0;900;Me and You and Everyone We Know;70;0
4096;2000000;Documentary;Inside Job;16930914;7871522;1090;Inside Job;77;5871522
4097;6000000;Drama Music Romance;We Are Your Friends;2,88E+16;11122090;960;We Are Your Friends;63;5122090
4098;0;Crime Drama;Ghost Dog: The Way of the Samurai;18223139;0;1160;Ghost Dog: The Way of the Samurai;72;0
4099;2000000;Crime Drama Thriller Action;Harsh Times;12999023;5967038;1200;Harsh Times;63;3967038
4100;2000000;Crime Drama Thriller;Captive;6,73E+16;2801508;970;Captive;56;801508
4101;2000000;Comedy Drama Romance;Full Frontal;1,96E+16;2506446;960;Full Frontal;48;506446
4102;0;Horror;Witchboard;7,15E+15;0;980;Witchboard;59;0
4103;2000000;Romance Drama Comedy;Shortbus;1,48E+16;5179037;1010;Shortbus;63;3179037
4104;2000000;Drama Animation War;Vals Im Bashir;1,41E+16;11125849;900;Waltz with Bashir;78;9125849
4105;2000000;;The Book of Mormon Movie, Volume 1: The Journey;31947;1672730;1200;The Book of Mormon Movie, Volume 1: The Journey;50;-327270
4106;2000000;Documentary;No End in Sight;2,28E+16;1431623;1020;No End in Sight;72;-568377
4107;2000000;Drama Romance;The Diary of a Teenage Girl;18224326;1477002;980;The Diary of a Teenage Girl;68;-522998
4108;2000000;Documentary;In the Shadow of the Moon;3,43E+16;0;1090;In the Shadow of the Moon;76;-2000000
4109;0;Drama Western;Meek's Cutoff;4749885;876302;1040;Meek's Cutoff;65;876302
4110;2000000;History Documentary;Inside Deep Throat;3,98E+16;653621;920;Inside Deep Throat;68;-1346379
4111;0;Drama Action Thriller;Dinner Rush;1096355;0;990;Dinner Rush;71;0
4112;0;Comedy Drama;Clockwatchers;1196943;0;960;Clockwatchers;56;0
4113;2000000;Comedy;The Virginity Hit;3125382;563706;1200;The Virginity Hit;46;-1436294
4114;2000000;Action Thriller;Subway;5261065;390659;1040;Subway;63;-1609341
4115;0;Comedy Drama;House of D;6,34E+16;0;970;House of D;61;0
4116;0;Comedy Horror;Teeth;7359286;0;940;Teeth;52;0
4117;2000000;Action Adventure Science Fiction;Six-String Samurai;1,89E+16;124494;910;Six-String Samurai;58;-1875506
4118;0;;Hum To Mohabbat Karega;1186;0;0;Hum To Mohabbat Karega;0;0
4119;2000000;Drama Comedy Music;It's All Gone Pete Tong;3,91E+16;120620;900;It's All Gone Pete Tong;71;-1879380
4120;3800000;Comedy;Saint John of Las Vegas;2559806;111731;840;Saint John of Las Vegas;59;-3688269
4121;0;Comedy Drama Romance;24 7: Twenty Four Seven;744406;0;960;24 7: Twenty Four Seven;63;0
4122;13500000;Drama;Stonewall;516023;187674;1290;Stonewall;52;-13312326
4123;7000000;Animation Family Foreign;Roadside Romeo;2,54E+16;1100000;930;Roadside Romeo;67;-5900000
4124;0;Drama Action Thriller;This Thing of Ours;46868;0;1000;This Thing of Ours;50;0
4125;0;Adventure Family;The Lost Medallion: The Adventures of Billy Stone;2952932;0;970;The Lost Medallion: The Adventures of Billy Stone;56;0
4126;0;Comedy Drama Music Romance;The Last Five Years;5563068;0;940;The Last Five Years;55;0
4127;0;Comedy Drama Mystery Thriller;The Missing Person;1,16E+16;0;950;The Missing Person;64;0
4128;2000000;Comedy Science Fiction Romance Horror;Return of the Living Dead 3;7502934;54207;970;Return of the Living Dead 3;59;-1945793
4129;0;Drama Action Romance;London;5350423;0;920;London;61;0
4130;2000000;Drama;Sherrybaby;4,26E+15;622806;960;Sherrybaby;63;-1377194
4131;0;Horror Science Fiction;Circle;6752141;0;870;Circle;60;0
4132;0;Horror Thriller;Eden Lake;20362373;3983997;910;Eden Lake;67;3983997
4133;0;Thriller;Plush;5099368;0;980;Plush;54;0
4134;0;Horror Comedy;Lesbian Vampire Killers;6,63E+15;0;860;Lesbian Vampire Killers;53;0
4135;0;Drama Action Crime Foreign;Jerusalema;1,72E+16;0;1200;Gangster's Paradise: Jerusalema;68;0
4136;0;Thriller Drama Crime;Freeze Frame;4922397;0;990;Freeze Frame;69;0
4137;1000000;Thriller Horror;Grave Encounters;13222268;0;920;Grave Encounters;61;-1000000
4138;100000;Horror;Stitches;7,45E+15;95000;860;Stitches;55;-5000
4139;2000000;Crime Drama Horror Thriller;Nine Dead;968793;0;980;Nine Dead;52;-2000000
4140;2;Documentary;To Be Frank, Sinatra at 100;50625;0;;To Be Frank, Sinatra at 100;0;-2
4141;2000000;Comedy;Bananas;5941852;11833696;820;Bananas;67;9833696
4142;0;Thriller;$upercapitalist;174311;0;1030;Supercapitalist;35;0
4143;0;Action Adventure Drama;Rockaway;361554;0;760;Rockaway;58;0
4144;2300000;Crime Drama Mystery;The Lady from Shanghai;8,06E+15;0;870;The Lady from Shanghai;72;-2300000
4145;2000000;Horror Thriller;No Man's Land: The Rise of Reeker;4346271;0;880;No Man's Land: The Rise of Reeker;44;-2000000
4146;14000000;Action Adventure Drama;Highway;3419685;0;970;Highway;56;-14000000
4147;2000000;Comedy Crime;Small Apartments;5100741;0;960;Small Apartments;57;-2000000
4148;0;Comedy;Coffee Town;2253589;0;870;Coffee Town;67;0
4149;0;Comedy Fantasy Music;The Ghastly Love of Johnny X;209475;0;1060;The Ghastly Love of Johnny X;66;0
4150;0;Comedy Drama;All Is Bright;3613577;0;1070;All Is Bright;53;0
4151;0;Mystery Horror History;Die Schlangengrube und das Pendel;1296784;0;850;The Torture Chamber of Dr. Sadism;63;0
